Familia;Proveedor;Codigo;Descripcion;Costo;Precio;Nuevo Precio;Coef ARS;Costo USD
TELAS;DECORSUR;DS10-002;VOILE DORADO 205 NIZA  3.00;3832,07;$ 8.860;;2,312066324;
TELAS;DECORSUR;DS10-003;MUSELINA 234 NIZA   3.00;5960,46;$ 13.720;;2,301835764;
TELAS;DECORSUR;DS10-004;FASCINANTE 242 NIZA  3.00;4630,67;$ 10.640;;2,297723656;
TELAS;DECORSUR;DS10-005;IDEAL 245 NIZA   3.00;4556,86;$ 10.490;;2,302023762;
TELAS;DECORSUR;DS10-006;BATISTA 260 NIZA HILO  3.00;5673,69;$ 13.660;;2,407604222;
TELAS;DECORSUR;DS10-007;ONIX 303 NIZA  3.00;6013,7;$ 13.840;;2,301411776;
TELAS;DECORSUR;DS10-008;VOILE NEVADO 357 NIZA  3.00;4709,32;$ 10.840;;2,301818522;
TELAS;DECORSUR;DS10-009;VOILE CREPPE 380 NIZA  3.00;5561,16;$ 12.790;;2,299879881;
TELAS;DECORSUR;DS10-010;LISETTE 386 NIZA  3.00;4951,32;$ 11.390;;2,300396662;
TELAS;DECORSUR;DS10-011;MANDIA 549 NIZA   3.00;5564,79;$ 12.790;;2,298379633;
TELAS;DECORSUR;DS10-012;TICINO 575 NIZA   3.00;6679,2;$ 15.390;;2,304168164;
TELAS;DECORSUR;DS10-013;VOILE TRIPLE PLATEADO 577 NIZA 3.00;5072,32;$ 11.790;;2,324380165;
TELAS;DECORSUR;DS10-014;CREPILO 620 NIZA  3.00;5960,46;$ 13.720;;2,301835764;
TELAS;DECORSUR;DS10-015;CANCUN 947 NIZA   3.00;6558,2;$ 15.120;;2,305510658;
TELAS;DECORSUR;DS10-016;SAINT MARTIN 948 NIZA  3.00;6503,75;$ 14.960;;2,300211416;
TELAS;DECORSUR;DS10-017;NACAR 1041 NIZA   3.00;6500,12;$ 14.960;;2,301495972;
TELAS;DECORSUR;DS10-018;GRANVILLE 1044 NIZA  3.00;4646,4;$ 10.690;;2,300705923;
TELAS;DECORSUR;DS10-019;IBERIZ 1148 NIZA  3.00;6875,22;$ 15.820;;2,301017277;
TELAS;DECORSUR;DS10-020;BORAX 1217 NIZA  3.00;7480,22;$ 17.220;;2,302071329;
TELAS;DECORSUR;DS10-021;BRONTE 1218 NIZA  3.00;7607,27;$ 17.490;;2,299116503;
TELAS;DECORSUR;DS10-022;CROMITA 1271 NIZA 3.00;7172,88;$ 16.520;;2,303119528;
TELAS;DECORSUR;DS10-023;NORDICA 1280 NIZA  3.00;8058,6;$ 18.540;;2,300647755;
TELAS;DECORSUR;DS10-024;FLORENCIA 1300 NIZA  3.00;7172,88;$ 16.520;;2,303119528;
TELAS;DECORSUR;DS10-025;BAMBU 1517 NIZA  3.00;8051,34;$ 18.520;;2,300238221;
TELAS;DECORSUR;DS10-026;SAKURA 1609 NIZA  3.00;7146,26;$ 16.490;;2,307500707;
TELAS;DECORSUR;DS10-027;POMPON 1643 NIZA  3.00;7531,04;$ 17.320;;2,299815165;
TELAS;DECORSUR;DS10-028;LIMURI LI MURI 1670 NIZA  3.00;8762,82;$ 20.160;;2,300629249;
TELAS;DECORSUR;DS10-029;VERMONT 1683 NIZA  3.00;6872,8;$ 15.820;;2,301827494;
TELAS;DECORSUR;DS10-030;CARTAGENA 1695 NIZA  3.00;6745,75;$ 15.520;;2,300707853;
TELAS;DECORSUR;DS10-031;VIGO 1710 NIZA  3.00;6679,2;$ 15.390;;2,304168164;
TELAS;DECORSUR;DS10-032;VIANA 1714 NIZA  3.00;5827,36;$ 13.420;;2,302929629;
TELAS;DECORSUR;DS10-033;TRIPOLI 1726 NIZA  3.00;6095,98;$ 14.120;;2,316280565;
TELAS;DECORSUR;DS10-034;VENECIA 1803 NIZA   3.00;5656,75;$ 13.120;;2,319352985;
TELAS;DECORSUR;DS10-035;PRAGA 1804 NIZA  3.00;7325,34;$ 16.860;;2,301599653;
TELAS;DECORSUR;DS10-036;ROMA 1806 NIZA  3.00;6737,28;$ 15.520;;2,303600266;
TELAS;DECORSUR;DS10-037;TORMENTA 1830 NIZA  3.00;5656,75;$ 12.990;;2,296371591;
TELAS;DECORSUR;DS10-038;TOLEDO 1833 NIZA  3.00;6990,17;$ 16.120;;2,30609556;
TELAS;DECORSUR;DS10-039;POLIVELO 2037 NIZA  3.00;5561,16;$ 12.790;;2,299879881;
TELAS;DECORSUR;DS10-040;VOILE DE HILO 2041 NIZA 3.00;6053,63;$ 13.960;;2,306054384;
TELAS;DECORSUR;DS10-041;CRETONA CON LINO 2209 NIZA 3.00;7534,67;$ 17.360;;2,304015969;
TELAS;DECORSUR;DS10-042;VOILE TRIPLE DORADO 2994 NIZA 3.00;5728,14;$ 13.200;;2,304412951;
TELAS;DECORSUR;DS10-043;VOILE PLATEADO B/N 3323 NIZA 3.00;3289,99;$ 7.900;;2,401223104;
TELAS;DECORSUR;DS10-044;VOILE PLATEADO COLOR 3323 NIZA 3.00;3465,44;$ 8.360;;2,412392077;
TELAS;DECORSUR;DS10-045;BATISTA CRASH NIZA 4260 B/N  2.85;7359,22;$ 16.920;;2,299156704;
TELAS;DECORSUR;DS10-046;VOILE PLATEADO CRASH 4323 NIZA B/N  2.85;4709,32;$ 11.320;;2,403744065;
TELAS;DECORSUR;DS10-047;BENGALINA LISA NIZA 937 COLOR 1.50;6093,56;$ 14.100;;2,313918301;
TELAS;DECORSUR;DS10-048;LORDI NIZA 1471 1473 1474  ondas liso rayas 2.80;11245,74;$ 25.860;;2,299537425;
TELAS;DECORSUR;DS10-049;RAFIA TROPICAL MECANICO 1691 NIZA 3.00;6305,31;$ 14.520;;2,302820956;
TELAS;DECORSUR;DS10-050;GROS LISO COLOR 1705 NIZA 3.00;7775,46;$ 17.860;;2,296970211;
TELAS;DECORSUR;DS10-051;OTOMAN COLOR 1732 NIZA 3.00;9557,79;$ 21.960;;2,29760227;
TELAS;DECORSUR;DS10-052;RAFIA ALGODON COLOR 1807 NIZA 3.00;9555,37;$ 21.960;;2,298184162;
TELAS;DECORSUR;DS10-053;MADRAS COLOR  1815 NIZA 3.00;9555,37;$ 21.960;;2,298184162;
TELAS;DECORSUR;DS10-054;TELA NATURE NIZA  2.80;10811,35;$ 24.860;;2,299435316;
VARILLAS DE BRONCE;DECORSUR;DS10-058;Varilla BRONCE Linea Esclusiva, VALOR 50%menos que Aluminio similar.;6,05;$ 10;;1,652892562;
ALFOMBRAS;DECORSUR;DS10-059;Varilla en Rollo ACERO INOXIDABLE 2.5cm  xML;4840;$ 9.200;;1,900826446;
PISOS VINILICOS Y DE GOMA;DECORSUR;DS10-060;Piso Vinilico EXCLUSIVE 150 1.5mm ancho2mt xm2 Decorsur;0; $ -   ;;#¡VALOR!;
PISOS VINILICOS Y DE GOMA;DECORSUR;DS10-061;Piso Vinilico ESSENTIALS 150 1.5mm ancho2mt xm2 Decorsur;0; $ -   ;;#¡VALOR!;
PISOS VINILICOS Y DE GOMA;DECORSUR;DS10-062;Piso Vinilico ESSENTIALS 240 2.4mm ancho2mt xm2 Decorsur;0; $ -   ;;#¡VALOR!;
PISOS VINILICOS Y DE GOMA;DECORSUR;DS10-063;Piso Vinilico EXCLUSIVE 260 2.6mm ancho2mt xm2 Decorsur;0; $ -   ;;#¡VALOR!;
PISOS VINILICOS Y DE GOMA;DECORSUR;DS10-064;Piso Vinilico EXCLUSIVE 300 3.0mm ancho2mt xm2 Decorsur;0; $ -   ;;#¡VALOR!;
TELAS;EMPORIUM;ED10-01;BLACK OUT FOSCURIT EMPORIUM 3.00 Lavable  xML;21076,99;$ 44.260;;2,09992034;
TELAS;EMPORIUM;ED10-02;TELA LIKE LINO 1 4 5 7 8 14 17 19  2.80 xML;13755,28;$ 26.920;;1,957066668;
TELAS;EMPORIUM;ED10-03;TELA LIKE LINO  12  16  18   2.80 xML;13755,28;$ 26.920;;1,957066668;
TELAS;EMPORIUM;ED10-04;TELA LIKE LINO  2  10   2.80 xML;13755,28;$ 26.920;;1,957066668;
TELAS;EMPORIUM;ED10-05;TELA LIKE LINO 3 9 11 13 15 20  3.10 xML;13755,28;$ 26.920;;1,957066668;
TELAS;EMPORIUM;ED10-06;TELA MANTA COLECCION 150 xML;13755,28;$ 26.920;;1,957066668;
TELAS;EMPORIUM;ED10-07;TELA OUTDOOR 160CM  1.60 xML;28831,88;$ 56.260;;1,951312228;
TELAS;EMPORIUM;ED10-08;TELA OUTDOOR 280CM  2.80 xML;43850,4;$ 85.490;;1,949583128;
TELAS;EMPORIUM;ED10-09;TELA OUTDOOR MANGO SUNSET 1.60 xML;28831,88;$ 56.220;;1,949924875;
TELAS;EMPORIUM;ED10-10;TELA PANAMA DIGITAL  2.85 xML;14771,68;$ 28.860;;1,953738505;
TELAS;EMPORIUM;ED10-11;TELA TUSOR LISO  2.60 xML;12129,04;$ 23.650;;1,949865777;
TELAS;EMPORIUM;ED10-12;TELA SOLIDO chenille 12 13 14 17 19 20 22 28 32 34 38 44 58 93  1.40 xML;14021,48;$ 27.360;;1,951291875;
TELAS;EMPORIUM;ED10-13;TELA SOLIDO chenille  11  17  89   2.80 xML;26174,72;$ 51.120;;1,953029488;
TELAS;EMPORIUM;ED10-14;LONETA EMPORIUM RUSTICOS ESTAMPADOS 2.80 xML;16940;$ 33.100;;1,953955136;
TELAS;EMPORIUM;ED10-15;CUERINA NAUTIKA  1.40 xML;12974,83;$ 25.290;;1,949158486;
TELAS;EMPORIUM;ED10-16;CUERINA SANTANA  1.40 xML;11582,12;$ 22.600;;1,95128353;
TELAS;EMPORIUM;ED10-17;CUERINA SUTRA  1.40 xML;13256,76;$ 25.860;;1,950702887;
MOLDURAS;ENTORNO;EN10-001;E0    EXTERIOR REVESTIDA x1mt;6471,08;$ 12.620;;1,95021542;
MOLDURAS;ENTORNO;EN10-002;E      EXTERIOR REVESTIDA x1mt;4831,53;$ 9.421;;1,949899928;
MOLDURAS;ENTORNO;EN10-003;E1    EXTERIOR REVESTIDA x1mt;5936,26;$ 11.590;;1,952407745;
MOLDURAS;ENTORNO;EN10-004;E2    EXTERIOR REVESTIDA x1mt;4633,09;$ 9.060;;1,955498382;
MOLDURAS;ENTORNO;EN10-005;E3    EXTERIOR REVESTIDA x1mt;11240,9;$ 21.920;;1,950021795;
MOLDURAS;ENTORNO;EN10-006;E4    EXTERIOR REVESTIDA x1mt;5008,19;$ 9.770;;1,950804582;
MOLDURAS;ENTORNO;EN10-007;E5    EXTERIOR REVESTIDA x1mt;6428,73;$ 12.560;;1,953729586;
MOLDURAS;ENTORNO;EN10-008;E6    EXTERIOR REVESTIDA x1mt;5656,75;$ 11.030;;1,949882883;
MOLDURAS;ENTORNO;EN10-009;E7    EXTERIOR REVESTIDA x1mt;5856,4;$ 11.420;;1,950003415;
MOLDURAS;ENTORNO;EN10-010;E8    EXTERIOR REVESTIDA x1mt;7394,31;$ 14.420;;1,950148154;
MOLDURAS;ENTORNO;EN10-011;E9    EXTERIOR REVESTIDA x1mt;8887,45;$ 17.330;;1,949940647;
MOLDURAS;ENTORNO;EN10-012;E9 C/R EXTERIOR REVESTIDA x1mt;10845,23;$ 21.160;;1,951088174;
MOLDURAS;ENTORNO;EN10-013;E10   EXTERIOR REVESTIDA x1mt;8854,78;$ 17.270;;1,950359015;
MOLDURAS;ENTORNO;EN10-015;E11   EXTERIOR REVESTIDA x1mt;6370,65;$ 12.440;;1,952704983;
MOLDURAS;ENTORNO;EN10-016;E12   EXTERIOR REVESTIDA x1mt;6269,01;$ 12.260;;1,95565169;
MOLDURAS;ENTORNO;EN10-017;E13   EXTERIOR REVESTIDA x1mt;5221,15;$ 10.190;;1,951677312;
MOLDURAS;ENTORNO;EN10-018;E14   EXTERIOR REVESTIDA x1mt;7381;$ 14.400;;1,950955155;
MOLDURAS;ENTORNO;EN10-019;E15   EXTERIOR REVESTIDA x1mt;13802,47;$ 26.940;;1,951824565;
MOLDURAS;ENTORNO;EN10-020;E16   EXTERIOR REVESTIDA x1mt;5803,16;$ 11.320;;1,950661364;
MOLDURAS;ENTORNO;EN10-021;E17   EXTERIOR REVESTIDA x1mt;9683,63;$ 18.900;;1,951747434;
MOLDURAS;ENTORNO;EN10-023;F0    EXTERIOR REVESTIDA x1mt;12678,38;$ 24.760;;1,952930895;
MOLDURAS;ENTORNO;EN10-024;F1    EXTERIOR REVESTIDA x1mt;17643,01;$ 34.400;;1,949780678;
MOLDURAS;ENTORNO;EN10-025;F2    EXTERIOR REVESTIDA x1mt;22928,29;$ 44.740;;1,951301209;
MOLDURAS;ENTORNO;EN10-026;M     EXTERIOR REVESTIDA x1mt;4013,57;$ 7.840;;1,953373181;
MOLDURAS;ENTORNO;EN10-027;M0   EXTERIOR REVESTIDA x1mt;5723,3;$ 11.160;;1,949923995;
MOLDURAS;ENTORNO;EN10-028;M1   EXTERIOR REVESTIDA x1mt;8830,58;$ 17.260;;1,9545715;
MOLDURAS;ENTORNO;EN10-029;M2   EXTERIOR REVESTIDA x1mt;12225,84;$ 23.840;;1,949968264;
MOLDURAS;ENTORNO;EN10-030;EM1 EXTERIOR REVESTIDA x1mt;8321,17;$ 16.220;;1,949245118;
MOLDURAS;ENTORNO;EN10-031;EM2 EXTERIOR REVESTIDA x1mt;4059,55;$ 7.940;;1,95588181;
MOLDURAS;ENTORNO;EN10-032;EM3 EXTERIOR REVESTIDA x1mt;9263,76;$ 18.060;;1,949532371;
MOLDURAS;ENTORNO;EN10-033;EM4 EXTERIOR REVESTIDA x1mt;5337,31;$ 10.420;;1,952294321;
MOLDURAS;ENTORNO;EN10-035;E0    HORMIGON PESADO x1mt;7122,06;$ 14.960;;2,100515862;
MOLDURAS;ENTORNO;EN10-036;E      HORMIGON PESADO x1mt;5233,25;$ 10.990;;2,10003344;
MOLDURAS;ENTORNO;EN10-037;E1    HORMIGON PESADO x1mt;5936,26;$ 12.470;;2,10064923;
MOLDURAS;ENTORNO;EN10-038;E2    HORMIGON PESADO x1mt;5097,73;$ 10.700;;2,098973465;
MOLDURAS;ENTORNO;EN10-039;E3    HORMIGON PESADO x1mt;12364,99;$ 25.970;;2,100284756;
MOLDURAS;ENTORNO;EN10-040;E4    HORMIGON PESADO x1mt;5510,34;$ 11.570;;2,099688948;
MOLDURAS;ENTORNO;EN10-041;E5    HORMIGON PESADO x1mt;7074,87;$ 14.860;;2,100391951;
MOLDURAS;ENTORNO;EN10-042;E6    HORMIGON PESADO x1mt;5843,09;$ 12.270;;2,099916311;
MOLDURAS;ENTORNO;EN10-043;E7    HORMIGON PESADO x1mt;6429,94;$ 13.540;;2,105773926;
MOLDURAS;ENTORNO;EN10-044;E8    HORMIGON PESADO x1mt;8139,67;$ 17.100;;2,100822269;
MOLDURAS;ENTORNO;EN10-045;E9    HORMIGON PESADO x1mt;9776,8;$ 20.560;;2,102937566;
MOLDURAS;ENTORNO;EN10-047;E10   HORMIGON PESADO x1mt;9742,92;$ 20.460;;2,099986452;
MOLDURAS;ENTORNO;EN10-049;E11   HORMIGON PESADO x1mt;7009,53;$ 14.720;;2,099998145;
MOLDURAS;ENTORNO;EN10-050;E12   HORMIGON PESADO x1mt;6897;$ 14.490;;2,100913441;
MOLDURAS;ENTORNO;EN10-051;E13   HORMIGON PESADO x1mt;5749,92;$ 12.100;;2,104377104;
MOLDURAS;ENTORNO;EN10-052;E14   HORMIGON PESADO x1mt;8119,1;$ 17.060;;2,101218115;
MOLDURAS;ENTORNO;EN10-053;E15   HORMIGON PESADO x1mt;14933,82;$ 31.360;;2,099931565;
MOLDURAS;ENTORNO;EN10-054;E16   HORMIGON PESADO x1mt;6515,85;$ 13.690;;2,101030564;
MOLDURAS;ENTORNO;EN10-055;E17   HORMIGON PESADO x1mt;10674,62;$ 22.440;;2,10218256;
MOLDURAS;ENTORNO;EN10-057;F0    HORMIGON PESADO x1mt;13941,62;$ 29.300;;2,101620902;
MOLDURAS;ENTORNO;EN10-058;F1    HORMIGON PESADO x1mt;19408,4;$ 40.760;;2,100121597;
MOLDURAS;ENTORNO;EN10-059;F2    HORMIGON PESADO x1mt;25223,66;$ 52.960;;2,099615995;
MOLDURAS;ENTORNO;EN10-060;M     HORMIGON PESADO x1mt;4412,87;$ 9.270;;2,100673711;
MOLDURAS;ENTORNO;EN10-061;M0   HORMIGON PESADO x1mt;6302,89;$ 13.260;;2,10379683;
MOLDURAS;ENTORNO;EN10-062;M1   HORMIGON PESADO x1mt;8028,35;$ 16.900;;2,105040264;
MOLDURAS;ENTORNO;EN10-063;M2   HORMIGON PESADO x1mt;13456,41;$ 28.260;;2,100114369;
MOLDURAS;ENTORNO;EN10-064;EM1 HORMIGON PESADO x1mt;9151,23;$ 19.220;;2,100264118;
MOLDURAS;ENTORNO;EN10-065;EM2 HORMIGON PESADO x1mt;4446,75;$ 9.360;;2,104908079;
MOLDURAS;ENTORNO;EN10-066;EM3  HORMIGON PESADO x1mt;10195,46;$ 21.460;;2,104858437;
MOLDURAS;ENTORNO;EN10-067;EM4  HORMIGON PESADO x1mt;5996,76;$ 12.600;;2,101134613;
MOLDURAS;ENTORNO;EN10-069;C10-2 EXTERIOR REVESTIDA x1mt;12152,03;$ 23.700;;1,950291433;
MOLDURAS;ENTORNO;EN10-070;C20-2 EXTERIOR REVESTIDA x1mt;12152,03;$ 23.700;;1,950291433;
MOLDURAS;ENTORNO;EN10-071;C30-2 EXTERIOR REVESTIDA x1mt;12152,03;$ 23.700;;1,950291433;
MOLDURAS;ENTORNO;EN10-072;C40-2 EXTERIOR REVESTIDA x1mt;12152,03;$ 23.700;;1,950291433;
MOLDURAS;ENTORNO;EN10-073;C50-2 EXTERIOR REVESTIDA x1mt;22888,36;$ 44.660;;1,951210135;
MOLDURAS;ENTORNO;EN10-074;C70-2 EXTERIOR REVESTIDA x1mt;22888,36;$ 44.660;;1,951210135;
MOLDURAS;ENTORNO;EN10-075;C10-1 EXTERIOR REVESTIDA x1mt;16184,96;$ 31.560;;1,94995848;
MOLDURAS;ENTORNO;EN10-076;C20-1 EXTERIOR REVESTIDA x1mt;16184,96;$ 31.560;;1,94995848;
MOLDURAS;ENTORNO;EN10-077;C30-1 EXTERIOR REVESTIDA x1mt;16184,96;$ 31.560;;1,94995848;
MOLDURAS;ENTORNO;EN10-078;C40-1 EXTERIOR REVESTIDA x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-079;C50-1 EXTERIOR REVESTIDA x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-080;C10-3 EXTERIOR REVESTIDA x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-081;C20-3 EXTERIOR REVESTIDA x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-082;C30-3 EXTERIOR REVESTIDA x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-083;C40-3 EXTERIOR REVESTIDA x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-084;C10 EXTERIOR REVESTIDA x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-085;C20 EXTERIOR REVESTIDA x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-086;C30 EXTERIOR REVESTIDA x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-087;C40 EXTERIOR REVESTIDA x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-088;C50 EXTERIOR REVESTIDA x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-089;C60 EXTERIOR REVESTIDA x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-090;C70 EXTERIOR REVESTIDA x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-092;C10-2 HORMIGON PESADO x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-093;C20-2 HORMIGON PESADO x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-094;C30-2 HORMIGON PESADO x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-095;C40-2 HORMIGON PESADO x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-096;C50-2 HORMIGON PESADO x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-097;C70-2 HORMIGON PESADO x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-098;C10-1 HORMIGON PESADO x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-099;C20-1 HORMIGON PESADO x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-100;C30-1 HORMIGON PESADO x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-101;C40-1 HORMIGON PESADO x1mt;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-102;PILASTRA COLUMNA YESO estriada 2.5mt. xUni.;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-103;CAPITEL de columna pilastra CORINTIA  xUni.;0; $ -   ;;#¡VALOR!;
MOLDURAS;ENTORNO;EN10-104;BASE de columna pilastra BASE xUni;0; $ -   ;;#¡VALOR!;
ALFOMBRAS;EL ESPARTANO;ES10-01;ALFOMBRA DELOS LISA -Minimo 3ml- 3.66ancho  xM2 Espartano;11859,21;$ 23.100;;1,947853188;
ALFOMBRAS;EL ESPARTANO;ES10-02;ALFOMBRA OLIMPIA II TRICOLOR 8mm 3.66ancho xM2 Espartano;28842,77;$ 56.200;;1,948495238;
ALFOMBRAS;EL ESPARTANO;ES10-03;ALFOMBRA OLIMPIA II LISA 8mm 3.66ancho xM2 Espartano;25475,34;$ 49.700;;1,950906249;
ALFOMBRAS;EL ESPARTANO;ES10-04;ALFOMBRA GRAMMAS 8mm 3.66ancho xM2 Espartano;33527,89;$ 65.400;;1,950614846;
ALFOMBRAS;EL ESPARTANO;ES10-05;ALFOMBRA ALTEA boucle 8mm 3.66ancho xM2 Espartano;33527,89;$ 65.400;;1,950614846;
VARILLAS DE BRONCE;FUNKTION;FK10-01;VARILLA BASE U  FUNKTION x 0.90;3576,76;$ 7.000;;1,957078473;
VARILLAS DE BRONCE;FUNKTION;FK10-02;VARILLA BASE U  FUNKTION x 2.70;10410,84;$ 20.500;;1,969101437;
VARILLAS DE BRONCE;FUNKTION;FK10-03;VARILLA TAPAJUNTA ENCASTRE FUNKTION x0.90;6531,58;$ 15.200;;2,327155145;
VARILLAS DE BRONCE;FUNKTION;FK10-04;VARILLA TAPAJUNTA ENCASTRE FUNKTION x2.70;19006,68;$ 44.500;;2,341282118;
VARILLAS DE BRONCE;FUNKTION;FK10-05;VARILLA TRANSICION 38 PLANA FUNKTION x0.90;4013,57;$ 9.900;;2,466631951;
VARILLAS DE BRONCE;FUNKTION;FK10-07;VARILLA TRANSICION 38 PLANA FUNKTION x2.70;11678,92;$ 28.700;;2,457419008;
VARILLAS DE BRONCE;FUNKTION;FK10-08;VARILLA DESNIVEL ENCASTRE FUNKTION x0.90;8264,3;$ 19.300;;2,335346006;
VARILLAS DE BRONCE;FUNKTION;FK10-09;VARILLA DESNIVEL ENCASTRE FUNKTION x2.70;24051,17;$ 56.200;;2,33668466;
VARILLAS DE BRONCE;FUNKTION;FK10-10;VARILLA DESNIVEL Z 40x18 FUNKTION x0.90;5840,67;$ 13.700;;2,345621307;
VARILLAS DE BRONCE;FUNKTION;FK10-11;VARILLA DESNIVEL Z 40x18 FUNKTION x2.70;16994,45;$ 39.600;;2,330172497;
VARILLAS DE BRONCE;FUNKTION;FK10-12;VARILLA NIVELADOR 41 FUNKTION x0.90;4961;$ 12.200;;2,459181617;
VARILLAS DE BRONCE;FUNKTION;FK10-14;VARILLA NIVELADOR 41 FUNKTION x2.70;14435,3;$ 35.500;;2,459249202;
VARILLAS DE BRONCE;FUNKTION;FK10-15;VARILLA NIVELADOR LIVIANO 30 FUNKTION x0.90;4652,45;$ 11.500;;2,471815925;
VARILLAS DE BRONCE;FUNKTION;FK10-17;VARILLA NIVELADOR LIVIANO 30 FUNKTION x2.70;13536,27;$ 33.500;;2,474832432;
VARILLAS DE BRONCE;FUNKTION;FK10-18;VARILLA ANGULO  25x20  FUNKTION x1.00;5947,15;$ 14.700;;2,471772193;
VARILLAS DE BRONCE;FUNKTION;FK10-19;VARILLA ANGULO  25x20 FUNKTION x2.00;11891,88;$ 27.800;;2,33772961;
VARILLAS DE BRONCE;FUNKTION;FK10-20;VARILLA ANGULO  30x30 FUNKTION x1.00;8306,65;$ 19.500;;2,347516749;
VARILLAS DE BRONCE;FUNKTION;FK10-21;VARILLA ANGULO  30x30 FUNKTION x2.00;16613,3;$ 37.600;;2,263246917;
VARILLAS DE BRONCE;FUNKTION;FK10-21A;VARILLA ESCALON 42x21 FUNKTION x1.00;10773,84;$ 25.200;;2,338998908;
VARILLAS DE BRONCE;FUNKTION;FK10-22;VARILLA ESCALON  42x21 FUNKTION x2.00;21547,68;$ 50.500;;2,343639779;
VARILLAS DE BRONCE;FUNKTION;FK10-23;VARILLA ESCALON 15x22 FUNKTION x2.00;14944,71;$ 34.900;;2,335274488;
VARILLAS DE BRONCE;FUNKTION;FK10-25;VARILLA ANGULO  25x10 FUNKTION x2.50;9676,37;$ 23.900;;2,46993449;
VARILLAS DE BRONCE;FUNKTION;FK10-26;VARILLA PUERTA VENTANA 30x12 FUNKTION x2.50;14356,65;$ 33.500;;2,333413436;
VARILLAS DE BRONCE;FUNKTION;FK10-29;ACERO INOX  TRANSICION LIVIANO 3cm x3.00mt FUNKTION;49727,37;$ 116.200;;2,336741316;
VARILLAS DE BRONCE;FUNKTION;FK10-32;ACERO INOX  NIVELADOR LIVIANO 3cm 3.00mt FUNKTION;53208,54;$ 124.300;;2,336091161;
VARILLAS DE BRONCE;FUNKTION;FK10-35;ACERO INOX  ANGULO 1809  1,8x0,9cm  x3mt FUNKTION;48262,06;$ 112.800;;2,337239645;
PISOS FLOTANTES;FUNKTION;FK10-38;NYLON 100micrones negro aislante ancho4mt. xM2 Isolant Funktion;0;;;#¡DIV/0!;
PISOS FLOTANTES;FUNKTION;FK10-39;Bajo Piso Flotante STANDAR 2mm rollo20mt. xML  Isolant Funktion;1120,46;$ 2.800;;2,498973636;
PISOS FLOTANTES;FUNKTION;FK10-40;Bajo Flotante FILM AntiHumedad 2mm rollo20mt.xML Isolant Funktion;1650,44;$ 4.300;;2,605365842;
PISOS FLOTANTES;FUNKTION;FK10-41;Bajo Alfombra blanco Aislante 5mm rollo20mt.xML  Isolant Funktion;2113,87;$ 5.000;;2,36532994;
PISOS FLOTANTES;FUNKTION;FK10-42;Bajo Alfombra blanco aislante 10mm rollo20mt xML Isolant Funktion;3388;$ 7.900;;2,33175915;
PISOS FLOTANTES;FUNKTION;FK10-43;Bajo Alfombra BiCapa 2aislantes 6mm rollo20mt xML Isolant Funktion;5621,66;$ 13.200;;2,348060893;
PISOS FLOTANTES;FUNKTION;FK10-44;MASILLA Color CEREZO Funktion  Cartucho 420grs ULTIMO;2420;$ 2.900;;1,198347107;
PISOS FLOTANTES;FUNKTION;FK10-45;ZOCALO FUNKTION MDF 6cm Tira 2.75 xTIRA;8219,53;$ 19.300;;2,34806613;
PISOS FLOTANTES;FUNKTION;FK10-46;CUARTOCAÑA FUNKTION MDF 15x15 Tira 2.75 xTIRA;5176,38;$ 12.200;;2,356859427;
