Familia;Proveedor;Codigo;Descripcion;Costo nuevo SIN IVA;Costo viejo SIN IVA;Costo viejo con IVA;Precio;Coef viejo
TELAS;DECORSUR;DS10-012;TICINO 575 NIZA   3.00;;5520;6679,2;15390;2,788043478
TELAS;DECORSUR;DS10-013;VOILE TRIPLE PLATEADO 577 NIZA 3.00;;4192;5072,32;11790;2,8125
TELAS;DECORSUR;DS10-014;CREPILO 620 NIZA  3.00;;4926;5960,46;13720;2,785221275
TELAS;DECORSUR;DS10-015;CANCUN 947 NIZA   3.00;;5420;6558,2;15120;2,789667897
TELAS;DECORSUR;DS10-016;SAINT MARTIN 948 NIZA  3.00;;5375;6503,75;14960;2,783255814
TELAS;DECORSUR;DS10-017;NACAR 1041 NIZA   3.00;;5372;6500,12;14960;2,784810127
TELAS;DECORSUR;DS10-018;GRANVILLE 1044 NIZA  3.00;;3840;4646,4;10690;2,783854167
TELAS;DECORSUR;DS10-019;IBERIZ 1148 NIZA  3.00;;5682;6875,22;15820;2,784230905
TELAS;DECORSUR;DS10-020;BORAX 1217 NIZA  3.00;;6182;7480,22;17220;2,785506309
TELAS;DECORSUR;DS10-021;BRONTE 1218 NIZA  3.00;;6287;7607,27;17490;2,781930969
TELAS;DECORSUR;DS10-022;CROMITA 1271 NIZA 3.00;;5928;7172,88;16520;2,786774629
TELAS;DECORSUR;DS10-023;NORDICA 1280 NIZA  3.00;;6660;8058,6;18540;2,783783784
TELAS;DECORSUR;DS10-024;FLORENCIA 1300 NIZA  3.00;;5928;7172,88;16520;2,786774629
TELAS;DECORSUR;DS10-025;BAMBU 1517 NIZA  3.00;;6654;8051,34;18520;2,783288248
TELAS;DECORSUR;DS10-026;SAKURA 1609 NIZA  3.00;;5906;7146,26;16490;2,792075855
TELAS;DECORSUR;DS10-027;POMPON 1643 NIZA  3.00;;6224;7531,04;17320;2,78277635
TELAS;DECORSUR;DS10-028;LIMURI LI MURI 1670 NIZA  3.00;;7242;8762,82;20160;2,783761392
TELAS;DECORSUR;DS10-029;VERMONT 1683 NIZA  3.00;;5680;6872,8;15820;2,785211268
TELAS;DECORSUR;DS10-030;CARTAGENA 1695 NIZA  3.00;;5575;6745,75;15520;2,783856502
TELAS;DECORSUR;DS10-031;VIGO 1710 NIZA  3.00;;5520;6679,2;15390;2,788043478
TELAS;DECORSUR;DS10-032;VIANA 1714 NIZA  3.00;;4816;5827,36;13420;2,78654485
TELAS;DECORSUR;DS10-033;TRIPOLI 1726 NIZA  3.00;;5038;6095,98;14120;2,802699484
TELAS;DECORSUR;DS10-034;VENECIA 1803 NIZA   3.00;;4675;5656,75;13120;2,806417112
TELAS;DECORSUR;DS10-035;PRAGA 1804 NIZA  3.00;;6054;7325,34;16860;2,78493558
TELAS;DECORSUR;DS10-036;ROMA 1806 NIZA  3.00;;5568;6737,28;15520;2,787356322
TELAS;DECORSUR;DS10-037;TORMENTA 1830 NIZA  3.00;;4675;5656,75;12990;2,778609626
TELAS;DECORSUR;DS10-038;TOLEDO 1833 NIZA  3.00;;5777;6990,17;16120;2,790375627
TELAS;DECORSUR;DS10-039;POLIVELO 2037 NIZA  3.00;;4596;5561,16;12790;2,782854656
TELAS;DECORSUR;DS10-040;VOILE DE HILO 2041 NIZA 3.00;;5003;6053,63;13960;2,790325805
TELAS;DECORSUR;DS10-041;CRETONA CON LINO 2209 NIZA 3.00;;6227;7534,67;17360;2,787859322
TELAS;DECORSUR;DS10-042;VOILE TRIPLE DORADO 2994 NIZA 3.00;;4734;5728,14;13200;2,78833967
TELAS;DECORSUR;DS10-043;VOILE PLATEADO B/N 3323 NIZA 3.00;;2719;3289,99;7900;2,905479956
TELAS;DECORSUR;DS10-044;VOILE PLATEADO COLOR 3323 NIZA 3.00;;2864;3465,44;8360;2,918994413
TELAS;DECORSUR;DS10-045;BATISTA CRASH NIZA 4260 B/N  2.85;;6082;7359,22;16920;2,781979612
TELAS;DECORSUR;DS10-046;VOILE PLATEADO CRASH 4323 NIZA B/N  2.85;;3892;4709,32;11320;2,908530319
TELAS;DECORSUR;DS10-047;BENGALINA LISA NIZA 937 COLOR 1.50;;5036;6093,56;14100;2,799841144
TELAS;DECORSUR;DS10-048;LORDI NIZA 1471 1473 1474  ondas liso rayas 2.80;;9294;11245,74;25860;2,782440284
TELAS;DECORSUR;DS10-049;RAFIA TROPICAL MECANICO 1691 NIZA 3.00;;5211;6305,31;14520;2,786413356
TELAS;DECORSUR;DS10-050;GROS LISO COLOR 1705 NIZA 3.00;;6426;7775,46;17860;2,779333956
TELAS;DECORSUR;DS10-051;OTOMAN COLOR 1732 NIZA 3.00;;7899;9557,79;21960;2,780098747
TELAS;DECORSUR;DS10-052;RAFIA ALGODON COLOR 1807 NIZA 3.00;;7897;9555,37;21960;2,780802837
TELAS;DECORSUR;DS10-053;MADRAS COLOR  1815 NIZA 3.00;;7897;9555,37;21960;2,780802837
TELAS;DECORSUR;DS10-054;TELA NATURE NIZA  2.80;;8935;10811,35;24860;2,782316732
VARILLAS DE BRONCE;DECORSUR;DS10-058;Varilla BRONCE Linea Esclusiva, VALOR 50%menos que Aluminio similar.;;5;6,05;10;2
ALFOMBRAS;DECORSUR;DS10-059;Varilla en Rollo ACERO INOXIDABLE 2.5cm  xML;;4000;4840;9200;2,3
PISOS VINILICOS Y DE GOMA;DECORSUR;DS10-060;Piso Vinilico EXCLUSIVE 150 1.5mm ancho2mt xm2 Decorsur;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;DECORSUR;DS10-061;Piso Vinilico ESSENTIALS 150 1.5mm ancho2mt xm2 Decorsur;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;DECORSUR;DS10-062;Piso Vinilico ESSENTIALS 240 2.4mm ancho2mt xm2 Decorsur;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;DECORSUR;DS10-063;Piso Vinilico EXCLUSIVE 260 2.6mm ancho2mt xm2 Decorsur;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;DECORSUR;DS10-064;Piso Vinilico EXCLUSIVE 300 3.0mm ancho2mt xm2 Decorsur;;0;0; $ -   ;#¡VALOR!
TELAS;EMPORIUM;ED10-01;BLACK OUT FOSCURIT EMPORIUM 3.00 Lavable  xML;;17419;21076,99;44260;2,540903611
TELAS;EMPORIUM;ED10-02;TELA LIKE LINO 1 4 5 7 8 14 17 19  2.80 xML;;11368;13755,28;26920;2,368050669
TELAS;EMPORIUM;ED10-03;TELA LIKE LINO  12  16  18   2.80 xML;;11368;13755,28;26920;2,368050669
TELAS;EMPORIUM;ED10-04;TELA LIKE LINO  2  10   2.80 xML;;11368;13755,28;26920;2,368050669
TELAS;EMPORIUM;ED10-05;TELA LIKE LINO 3 9 11 13 15 20  3.10 xML;;11368;13755,28;26920;2,368050669
TELAS;EMPORIUM;ED10-06;TELA MANTA COLECCION 150 xML;;11368;13755,28;26920;2,368050669
TELAS;EMPORIUM;ED10-07;TELA OUTDOOR 160CM  1.60 xML;;23828;28831,88;56260;2,361087796
TELAS;EMPORIUM;ED10-08;TELA OUTDOOR 280CM  2.80 xML;;36240;43850,4;85490;2,358995585
TELAS;EMPORIUM;ED10-09;TELA OUTDOOR MANGO SUNSET 1.60 xML;;23828;28831,88;56220;2,359409099
TELAS;EMPORIUM;ED10-10;TELA PANAMA DIGITAL  2.85 xML;;12208;14771,68;28860;2,364023591
TELAS;EMPORIUM;ED10-11;TELA TUSOR LISO  2.60 xML;;10024;12129,04;23650;2,35933759
TELAS;EMPORIUM;ED10-12;TELA SOLIDO chenille 12 13 14 17 19 20 22 28 32 34 38 44 58 93  1.40 xML;;11588;14021,48;27360;2,361063169
TELAS;EMPORIUM;ED10-13;TELA SOLIDO chenille  11  17  89   2.80 xML;;21632;26174,72;51120;2,36316568
TELAS;EMPORIUM;ED10-14;LONETA EMPORIUM RUSTICOS ESTAMPADOS 2.80 xML;;14000;16940;33100;2,364285714
TELAS;EMPORIUM;ED10-15;CUERINA NAUTIKA  1.40 xML;;10723;12974,83;25290;2,358481768
TELAS;EMPORIUM;ED10-16;CUERINA SANTANA  1.40 xML;;9572;11582,12;22600;2,361053071
TELAS;EMPORIUM;ED10-17;CUERINA SUTRA  1.40 xML;;10956;13256,76;25860;2,360350493
MOLDURAS;ENTORNO;EN10-001;E0    EXTERIOR REVESTIDA x1mt;;5348;6471,08;12620;2,359760658
MOLDURAS;ENTORNO;EN10-002;E      EXTERIOR REVESTIDA x1mt;;3993;4831,53;9421;2,359378913
MOLDURAS;ENTORNO;EN10-003;E1    EXTERIOR REVESTIDA x1mt;;4906;5936,26;11590;2,362413371
MOLDURAS;ENTORNO;EN10-004;E2    EXTERIOR REVESTIDA x1mt;;3829;4633,09;9060;2,366153043
MOLDURAS;ENTORNO;EN10-005;E3    EXTERIOR REVESTIDA x1mt;;9290;11240,9;21920;2,359526372
MOLDURAS;ENTORNO;EN10-006;E4    EXTERIOR REVESTIDA x1mt;;4139;5008,19;9770;2,360473544
MOLDURAS;ENTORNO;EN10-007;E5    EXTERIOR REVESTIDA x1mt;;5313;6428,73;12560;2,364012799
MOLDURAS;ENTORNO;EN10-008;E6    EXTERIOR REVESTIDA x1mt;;4675;5656,75;11030;2,359358289
MOLDURAS;ENTORNO;EN10-009;E7    EXTERIOR REVESTIDA x1mt;;4840;5856,4;11420;2,359504132
MOLDURAS;ENTORNO;EN10-010;E8    EXTERIOR REVESTIDA x1mt;;6111;7394,31;14420;2,359679267
MOLDURAS;ENTORNO;EN10-011;E9    EXTERIOR REVESTIDA x1mt;;7345;8887,45;17330;2,359428182
MOLDURAS;ENTORNO;EN10-012;E9 C/R EXTERIOR REVESTIDA x1mt;;8963;10845,23;21160;2,360816691
MOLDURAS;ENTORNO;EN10-013;E10   EXTERIOR REVESTIDA x1mt;;7318;8854,78;17270;2,359934408
MOLDURAS;ENTORNO;EN10-015;E11   EXTERIOR REVESTIDA x1mt;;5265;6370,65;12440;2,362773029
MOLDURAS;ENTORNO;EN10-016;E12   EXTERIOR REVESTIDA x1mt;;5181;6269,01;12260;2,366338545
MOLDURAS;ENTORNO;EN10-017;E13   EXTERIOR REVESTIDA x1mt;;4315;5221,15;10190;2,361529548
MOLDURAS;ENTORNO;EN10-018;E14   EXTERIOR REVESTIDA x1mt;;6100;7381;14400;2,360655738
MOLDURAS;ENTORNO;EN10-019;E15   EXTERIOR REVESTIDA x1mt;;11407;13802,47;26940;2,361707723
MOLDURAS;ENTORNO;EN10-020;E16   EXTERIOR REVESTIDA x1mt;;4796;5803,16;11320;2,36030025
MOLDURAS;ENTORNO;EN10-021;E17   EXTERIOR REVESTIDA x1mt;;8003;9683,63;18900;2,361614395
MOLDURAS;ENTORNO;EN10-023;F0    EXTERIOR REVESTIDA x1mt;;10478;12678,38;24760;2,363046383
MOLDURAS;ENTORNO;EN10-024;F1    EXTERIOR REVESTIDA x1mt;;14581;17643,01;34400;2,35923462
MOLDURAS;ENTORNO;EN10-025;F2    EXTERIOR REVESTIDA x1mt;;18949;22928,29;44740;2,361074463
MOLDURAS;ENTORNO;EN10-026;M     EXTERIOR REVESTIDA x1mt;;3317;4013,57;7840;2,36358155
MOLDURAS;ENTORNO;EN10-027;M0   EXTERIOR REVESTIDA x1mt;;4730;5723,3;11160;2,359408034
MOLDURAS;ENTORNO;EN10-028;M1   EXTERIOR REVESTIDA x1mt;;7298;8830,58;17260;2,365031515
MOLDURAS;ENTORNO;EN10-029;M2   EXTERIOR REVESTIDA x1mt;;10104;12225,84;23840;2,359461599
MOLDURAS;ENTORNO;EN10-030;EM1 EXTERIOR REVESTIDA x1mt;;6877;8321,17;16220;2,358586593
MOLDURAS;ENTORNO;EN10-031;EM2 EXTERIOR REVESTIDA x1mt;;3355;4059,55;7940;2,36661699
MOLDURAS;ENTORNO;EN10-032;EM3 EXTERIOR REVESTIDA x1mt;;7656;9263,76;18060;2,358934169
MOLDURAS;ENTORNO;EN10-033;EM4 EXTERIOR REVESTIDA x1mt;;4411;5337,31;10420;2,362276128
MOLDURAS;ENTORNO;EN10-035;E0    HORMIGON PESADO x1mt;;5886;7122,06;14960;2,541624193
MOLDURAS;ENTORNO;EN10-036;E      HORMIGON PESADO x1mt;;4325;5233,25;10990;2,541040462
MOLDURAS;ENTORNO;EN10-037;E1    HORMIGON PESADO x1mt;;4906;5936,26;12470;2,541785569
MOLDURAS;ENTORNO;EN10-038;E2    HORMIGON PESADO x1mt;;4213;5097,73;10700;2,539757892
MOLDURAS;ENTORNO;EN10-039;E3    HORMIGON PESADO x1mt;;10219;12364,99;25970;2,541344554
MOLDURAS;ENTORNO;EN10-040;E4    HORMIGON PESADO x1mt;;4554;5510,34;11570;2,540623628
MOLDURAS;ENTORNO;EN10-041;E5    HORMIGON PESADO x1mt;;5847;7074,87;14860;2,54147426
MOLDURAS;ENTORNO;EN10-042;E6    HORMIGON PESADO x1mt;;4829;5843,09;12270;2,540898737
MOLDURAS;ENTORNO;EN10-043;E7    HORMIGON PESADO x1mt;;5314;6429,94;13540;2,547986451
MOLDURAS;ENTORNO;EN10-044;E8    HORMIGON PESADO x1mt;;6727;8139,67;17100;2,541994946
MOLDURAS;ENTORNO;EN10-045;E9    HORMIGON PESADO x1mt;;8080;9776,8;20560;2,544554455
MOLDURAS;ENTORNO;EN10-047;E10   HORMIGON PESADO x1mt;;8052;9742,92;20460;2,540983607
MOLDURAS;ENTORNO;EN10-049;E11   HORMIGON PESADO x1mt;;5793;7009,53;14720;2,540997756
MOLDURAS;ENTORNO;EN10-050;E12   HORMIGON PESADO x1mt;;5700;6897;14490;2,542105263
MOLDURAS;ENTORNO;EN10-051;E13   HORMIGON PESADO x1mt;;4752;5749,92;12100;2,546296296
MOLDURAS;ENTORNO;EN10-052;E14   HORMIGON PESADO x1mt;;6710;8119,1;17060;2,54247392
MOLDURAS;ENTORNO;EN10-053;E15   HORMIGON PESADO x1mt;;12342;14933,82;31360;2,540917193
MOLDURAS;ENTORNO;EN10-054;E16   HORMIGON PESADO x1mt;;5385;6515,85;13690;2,542246982
MOLDURAS;ENTORNO;EN10-055;E17   HORMIGON PESADO x1mt;;8822;10674,62;22440;2,543640898
MOLDURAS;ENTORNO;EN10-057;F0    HORMIGON PESADO x1mt;;11522;13941,62;29300;2,542961291
MOLDURAS;ENTORNO;EN10-058;F1    HORMIGON PESADO x1mt;;16040;19408,4;40760;2,541147132
MOLDURAS;ENTORNO;EN10-059;F2    HORMIGON PESADO x1mt;;20846;25223,66;52960;2,540535355
MOLDURAS;ENTORNO;EN10-060;M     HORMIGON PESADO x1mt;;3647;4412,87;9270;2,541815191
MOLDURAS;ENTORNO;EN10-061;M0   HORMIGON PESADO x1mt;;5209;6302,89;13260;2,545594164
MOLDURAS;ENTORNO;EN10-062;M1   HORMIGON PESADO x1mt;;6635;8028,35;16900;2,547098719
MOLDURAS;ENTORNO;EN10-063;M2   HORMIGON PESADO x1mt;;11121;13456,41;28260;2,541138387
MOLDURAS;ENTORNO;EN10-064;EM1 HORMIGON PESADO x1mt;;7563;9151,23;19220;2,541319582
MOLDURAS;ENTORNO;EN10-065;EM2 HORMIGON PESADO x1mt;;3675;4446,75;9360;2,546938776
MOLDURAS;ENTORNO;EN10-066;EM3  HORMIGON PESADO x1mt;;8426;10195,46;21460;2,546878709
MOLDURAS;ENTORNO;EN10-067;EM4  HORMIGON PESADO x1mt;;4956;5996,76;12600;2,542372881
MOLDURAS;ENTORNO;EN10-069;C10-2 EXTERIOR REVESTIDA x1mt;;10043;12152,03;23700;2,359852634
MOLDURAS;ENTORNO;EN10-070;C20-2 EXTERIOR REVESTIDA x1mt;;10043;12152,03;23700;2,359852634
MOLDURAS;ENTORNO;EN10-071;C30-2 EXTERIOR REVESTIDA x1mt;;10043;12152,03;23700;2,359852634
MOLDURAS;ENTORNO;EN10-072;C40-2 EXTERIOR REVESTIDA x1mt;;10043;12152,03;23700;2,359852634
MOLDURAS;ENTORNO;EN10-073;C50-2 EXTERIOR REVESTIDA x1mt;;18916;22888,36;44660;2,360964263
MOLDURAS;ENTORNO;EN10-074;C70-2 EXTERIOR REVESTIDA x1mt;;18916;22888,36;44660;2,360964263
MOLDURAS;ENTORNO;EN10-075;C10-1 EXTERIOR REVESTIDA x1mt;;13376;16184,96;31560;2,359449761
MOLDURAS;ENTORNO;EN10-076;C20-1 EXTERIOR REVESTIDA x1mt;;13376;16184,96;31560;2,359449761
MOLDURAS;ENTORNO;EN10-077;C30-1 EXTERIOR REVESTIDA x1mt;;13376;16184,96;31560;2,359449761
MOLDURAS;ENTORNO;EN10-078;C40-1 EXTERIOR REVESTIDA x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-079;C50-1 EXTERIOR REVESTIDA x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-080;C10-3 EXTERIOR REVESTIDA x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-081;C20-3 EXTERIOR REVESTIDA x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-082;C30-3 EXTERIOR REVESTIDA x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-083;C40-3 EXTERIOR REVESTIDA x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-084;C10 EXTERIOR REVESTIDA x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-085;C20 EXTERIOR REVESTIDA x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-086;C30 EXTERIOR REVESTIDA x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-087;C40 EXTERIOR REVESTIDA x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-088;C50 EXTERIOR REVESTIDA x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-089;C60 EXTERIOR REVESTIDA x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-090;C70 EXTERIOR REVESTIDA x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-092;C10-2 HORMIGON PESADO x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-093;C20-2 HORMIGON PESADO x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-094;C30-2 HORMIGON PESADO x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-095;C40-2 HORMIGON PESADO x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-096;C50-2 HORMIGON PESADO x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-097;C70-2 HORMIGON PESADO x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-098;C10-1 HORMIGON PESADO x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-099;C20-1 HORMIGON PESADO x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-100;C30-1 HORMIGON PESADO x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-101;C40-1 HORMIGON PESADO x1mt;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-102;PILASTRA COLUMNA YESO estriada 2.5mt. xUni.;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-103;CAPITEL de columna pilastra CORINTIA  xUni.;;0;0; $ -   ;#¡VALOR!
MOLDURAS;ENTORNO;EN10-104;BASE de columna pilastra BASE xUni;;0;0; $ -   ;#¡VALOR!
ALFOMBRAS;EL ESPARTANO;ES10-01;ALFOMBRA DELOS LISA -Minimo 3ml- 3.66ancho  xM2 Espartano;;9801;11859,21;23100;2,356902357
ALFOMBRAS;EL ESPARTANO;ES10-02;ALFOMBRA OLIMPIA II TRICOLOR 8mm 3.66ancho xM2 Espartano;;23837;28842,77;56200;2,357679238
ALFOMBRAS;EL ESPARTANO;ES10-03;ALFOMBRA OLIMPIA II LISA 8mm 3.66ancho xM2 Espartano;;21054;25475,34;49700;2,360596561
ALFOMBRAS;EL ESPARTANO;ES10-04;ALFOMBRA GRAMMAS 8mm 3.66ancho xM2 Espartano;;27709;33527,89;65400;2,360243964
ALFOMBRAS;EL ESPARTANO;ES10-05;ALFOMBRA ALTEA boucle 8mm 3.66ancho xM2 Espartano;;27709;33527,89;65400;2,360243964
VARILLAS DE BRONCE;FUNKTION;FK10-01;VARILLA BASE U  FUNKTION x 0.90;;2956;3576,76;5700;1,928281461
VARILLAS DE BRONCE;FUNKTION;FK10-02;VARILLA BASE U  FUNKTION x 2.70;;8604;10410,84;16600;1,929335193
VARILLAS DE BRONCE;FUNKTION;FK10-03;VARILLA TAPAJUNTA ENCASTRE FUNKTION x0.90;;5398;6531,58;12400;2,297147092
VARILLAS DE BRONCE;FUNKTION;FK10-04;VARILLA TAPAJUNTA ENCASTRE FUNKTION x2.70;;15708;19006,68;36200;2,304558187
VARILLAS DE BRONCE;FUNKTION;FK10-05;VARILLA TRANSICION 38 PLANA FUNKTION x0.90;;3317;4013,57;8100;2,441965632
VARILLAS DE BRONCE;FUNKTION;FK10-07;VARILLA TRANSICION 38 PLANA FUNKTION x2.70;;9652;11678,92;23400;2,424368007
VARILLAS DE BRONCE;FUNKTION;FK10-08;VARILLA DESNIVEL ENCASTRE FUNKTION x0.90;;6830;8264,3;15700;2,298682284
VARILLAS DE BRONCE;FUNKTION;FK10-09;VARILLA DESNIVEL ENCASTRE FUNKTION x2.70;;19877;24051,17;45700;2,299139709
VARILLAS DE BRONCE;FUNKTION;FK10-10;VARILLA DESNIVEL Z 40x18 FUNKTION x0.90;;4827;5840,67;11200;2,320281748
VARILLAS DE BRONCE;FUNKTION;FK10-11;VARILLA DESNIVEL Z 40x18 FUNKTION x2.70;;14045;16994,45;32200;2,292630829
VARILLAS DE BRONCE;FUNKTION;FK10-12;VARILLA NIVELADOR 41 FUNKTION x0.90;;4100;4961;9900;2,414634146
VARILLAS DE BRONCE;FUNKTION;FK10-14;VARILLA NIVELADOR 41 FUNKTION x2.70;;11930;14435,3;28900;2,422464376
VARILLAS DE BRONCE;FUNKTION;FK10-15;VARILLA NIVELADOR LIVIANO 30 FUNKTION x0.90;;3845;4652,45;9300;2,418725618
VARILLAS DE BRONCE;FUNKTION;FK10-17;VARILLA NIVELADOR LIVIANO 30 FUNKTION x2.70;;11187;13536,27;27200;2,431393582
VARILLAS DE BRONCE;FUNKTION;FK10-18;VARILLA ANGULO  25x20  FUNKTION x1.00;;4915;5947,15;11900;2,421159715
VARILLAS DE BRONCE;FUNKTION;FK10-19;VARILLA ANGULO  25x20 FUNKTION x2.00;;9828;11891,88;22600;2,2995523
VARILLAS DE BRONCE;FUNKTION;FK10-20;VARILLA ANGULO  30x30 FUNKTION x1.00;;6865;8306,65;15800;2,301529497
VARILLAS DE BRONCE;FUNKTION;FK10-21;VARILLA ANGULO  30x30 FUNKTION x2.00;;13730;16613,3;31600;2,301529497
VARILLAS DE BRONCE;FUNKTION;FK10-21A;VARILLA ESCALON 42x21 FUNKTION x1.00;;8904;10773,84;20500;2,302336029
VARILLAS DE BRONCE;FUNKTION;FK10-22;VARILLA ESCALON  42x21 FUNKTION x2.00;;17808;21547,68;41000;2,302336029
VARILLAS DE BRONCE;FUNKTION;FK10-23;VARILLA ESCALON 15x22 FUNKTION x2.00;;12351;14944,71;28400;2,299408955
VARILLAS DE BRONCE;FUNKTION;FK10-25;VARILLA ANGULO  25x10 FUNKTION x2.50;;7997;9676,37;19400;2,425909716
VARILLAS DE BRONCE;FUNKTION;FK10-26;VARILLA PUERTA VENTANA 30x12 FUNKTION x2.50;;11865;14356,65;27300;2,300884956
VARILLAS DE BRONCE;FUNKTION;FK10-29;ACERO INOX  TRANSICION LIVIANO 3cm x3.00mt FUNKTION;;41097;49727,37;94500;2,299437915
VARILLAS DE BRONCE;FUNKTION;FK10-32;ACERO INOX  NIVELADOR LIVIANO 3cm 3.00mt FUNKTION;;43974;53208,54;101100;2,299085823
VARILLAS DE BRONCE;FUNKTION;FK10-35;ACERO INOX  ANGULO 1809  1,8x0,9cm  x3mt FUNKTION;;39886;48262,06;91700;2,299052299
PISOS FLOTANTES;FUNKTION;FK10-38;NYLON 100micrones negro aislante ancho4mt. xM2 Isolant Funktion;;0;0; $ -   ;#¡VALOR!
PISOS FLOTANTES;FUNKTION;FK10-39;Bajo Piso Flotante STANDAR 2mm rollo20mt. xML  Isolant Funktion;;926;1120,46;2350;2,537796976
PISOS FLOTANTES;FUNKTION;FK10-40;Bajo Flotante FILM AntiHumedad 2mm rollo20mt.xML Isolant Funktion;;1364;1650,44;3450;2,529325513
PISOS FLOTANTES;FUNKTION;FK10-41;Bajo Alfombra blanco Aislante 5mm rollo20mt.xML  Isolant Funktion;;1747;2113,87;4100;2,346880366
PISOS FLOTANTES;FUNKTION;FK10-42;Bajo Alfombra blanco aislante 10mm rollo20mt xML Isolant Funktion;;2800;3388;6450;2,303571429
PISOS FLOTANTES;FUNKTION;FK10-43;Bajo Alfombra BiCapa 2aislantes 6mm rollo20mt xML Isolant Funktion;;4646;5621,66;10700;2,303056393
PISOS FLOTANTES;FUNKTION;FK10-44;MASILLA Color CEREZO Funktion  Cartucho 420grs ULTIMO;;2000;2420;2400;1,2
PISOS FLOTANTES;FUNKTION;FK10-45;ZOCALO FUNKTION MDF 6cm Tira 2.75 xTIRA;;6793;8219,53;15700;2,311202709
PISOS FLOTANTES;FUNKTION;FK10-46;CUARTOCAÑA FUNKTION MDF 15x15 Tira 2.75 xTIRA;;4278;5176,38;9900;2,314165498
VARILLAS DE BRONCE;FUNKTION;FK10-48;ZOCALO EPS ZPVC-01 Blanco Nieve 14x75 Tira 2.40 xTIRA FUNKTION;;7919;9581,99;18200;2,298269984
VARILLAS DE BRONCE;FUNKTION;FK10-49;ZOCALO EPS ZPVC-02 Gris Claro  14x75 Tira 2.40 xTIRA FUNKTION;;7919;9581,99;18200;2,298269984
VARILLAS DE BRONCE;FUNKTION;FK10-50;ZOCALO EPS ZPVC-03 Gris Oscuro 14x75 Tira 2.40 xTIRA FUNKTION;;7919;9581,99;18200;2,298269984
VARILLAS DE BRONCE;FUNKTION;FK10-51;ZOCALO EPS ZPVC-04 Roble 14x75mm Tira 2.40 xTIRA FUNKTION;;7919;9581,99;18200;2,298269984
VARILLAS DE BRONCE;FUNKTION;FK10-52;ZOCALO EPS ZPVC-05 Roble Windsor 14x75 Tira 2.40 xTIRA FUNKTION;;7919;9581,99;18200;2,298269984
PISOS FLOTANTES;FUNKTION;FK10-53;ZOCALO EPS ZPVC-06 Roble Oscuro 14x75 Tira 2.40 xTIRA FUNKTION;;7919;9581,99;18200;2,298269984
ALFOMBRAS;INDIAN;IN10-01;TAPIZMEL SAINT TROPEZ BOUCLE ancho 2mt xM2;;3949;4778,29;9100;2,304380856
CAMINOS PLASTICOS;INDIAN;IN10-02;PROTECTOR BAJO ESCRITORIO 0.90x1.20;;20790;25155,9;52900;2,544492544
ALFOMBRAS;INDIAN;IN10-03;CINTA TERMOAHESIVA PREMIUM rollo20mt xML;;5500;6655;14600;2,654545455
PISOS FLOTANTES;INDIAN;IN10-07;PISO FLOTANTE BAHIA textura caja1.90m2   8mm xm2;;26510;32077,1;61000;2,301018484
PISOS VINILICOS Y DE GOMA;INDIAN;IN10-09;PISO VINILICO LEOLINE Luna Blush  Speedy 2mm xM2;;15620;18900,2;36100;2,311139565
